id,en,zh,pos,stage,difficulty
22812,smoke,"烟 v. 冒烟；吸烟",n.,"高中",A2
22813,smoking,"吸烟,抽烟;冒烟",n.,"高中",B1
22814,smooth,"光滑的",adj.,"高中",B2
22815,snake,"蛇 v. 蛇般爬行;蜿蜒行进",n.,"高中",A2
22816,snap,"折断",v.,"高中",B2
22817,snow,"雪 vi.下雪",n.,"高中",A2
22818,so,"如此，这么；非常；同样 conj. 因此，所以",ad.,"高中",A1
22819,so-so,"一般；不怎么样；凑合",a.,"高中",A2
22820,soak,"浸泡",v.,"高中",B2
22821,soap,"肥皂",n.,"高中",A2
22822,soar,"飙升",v.,"高中",B2
22823,socialism,"社会主义",n.,"高中",B2
22824,society,"社会",n.,"高中",B1
22825,sociology,"社会学",n.,"高中",B2
22826,sock,"短袜",n.,"高中",A2
22827,soft,"软的，柔和的",a.,"高中",A2
22828,soil,"土壤，土地",n.,"高中",A2
22829,solar,"太阳的",adj.,"高中",B2
22830,soldier,"士兵，战士",n.,"高中",B1
22831,sole,"唯一的",adj.,"高中",B2
22832,solemn,"庄严的",adj.,"高中",B2
22833,solidarity,"团结",n.,"高中",B2
22834,some,"一些，若干；有些；某一 pron. 若干，一些",a.,"高中",A2
22835,somebody,"某人；有人；有名气的人",pron.,"高中",B2
22836,somehow,"以某种方式",adv.,"高中",B2
22837,someone,"某一个人",pron.,"高中",B1
22838,something,"某事；某物",pron.,"高中",B2
22839,somewhat,"有点",adv.,"高中",B2
22840,somewhere,"在某处",ad.,"高中",B2
22841,son,"儿子",n.,"高中",A1
22842,song,"歌唱；歌曲",n.,"高中",A2
22843,soon,"不久,很快,一会儿",ad.,"高中",A2
22844,sophisticated,"精密的",adj.,"高中",B2
22845,sorrow,"悲伤",n.,"高中",B2
22846,sorry,"对不起,抱歉;难过的",a.,"高中",A2
22847,sort,"种类",n.,"高中",B2
22848,soul,"灵魂",n.,"高中",B2
22849,sound,"听起来,发出声音 n. 声音",vi.,"高中",A2
22850,soup,"汤",n.,"高中",A2
22851,sour,"酸的，馊的",a.,"高中",A2
22852,source,"来源",n.,"高中",B2
22853,south,"南(方)的 ad. 在南方；向南方 n. 南；南方；南部",a.,"高中",A2
22854,southeast,"东南",n.,"高中",B2
22855,southern,"南部的，南方的",a.,"高中",B2
22856,southwest,"西南",n.,"高中",B2
22857,souvenir,"纪念品",n.,"高中",B2
22858,sovereign,"主权的",adj.,"高中",B2
22859,"sow (sowed, sown或-ed)","播种",vt.,"高中",B2
22860,space,"空间",n.,"高中",A2
22861,spaceship,"宇宙飞船",n.,"高中",B2
22862,spare,"空闲的；多余的",adj.,"高中",B2
22863,spark,"火花",n.,"高中",B2
22864,"speak (spoke, spoken)","说，讲；谈话；发言",v.,"高中",B2
22865,special,"特别的，专门的",a.,"高中",B1
22866,specialist,"专家",n.,"高中",B2
22867,species,"物种",n.,"高中",B2
22868,spectacle,"景象",n.,"高中",B2
22869,spectrum,"光谱",n.,"高中",B2
22870,speech,"演讲",n.,"高中",B1
22871,speed,"速度 v.（使）加速",n.,"高中",A2
22872,spell,"拼写",vt.,"高中",A2
22873,spill,"溢出",v.,"高中",B2
22874,spin,"旋转",v.,"高中",B2
22875,spirit,"精神",n.,"高中",B1
22876,spiritual,"精神的",adj.,"高中",B2
22877,spit,"吐唾沫；吐痰",v.,"高中",A2
22878,spite,"恶意",n.,"高中",B2
22879,splendid,"辉煌的",adj.,"高中",B2
22880,split,"分裂",v.,"高中",B2
22881,spokesman,"发言人",n.,"高中",B2
22882,sponsor,"赞助商",n.,"高中",B2
22883,spoon,"匙, 调羹",n.,"高中",A2
22884,sport,"体育运动，锻炼；(复，英)运动会",n.,"高中",A2
22885,spot,"斑点，污点；场所，地点 v. 沾上污渍，弄脏",n.,"高中",A2
22886,spray,"喷雾",n./v.,"高中",B2
22887,spring,"春天,春季 n. 泉水,泉",n.,"高中",B1
22888,square,"广场 a. 平方的；方形的，宽而结实的（体格，肩膀）",n.,"高中",B1
22889,squeeze,"挤压",v.,"高中",B2
22890,stability,"稳定",n.,"高中",B2
22891,stable,"稳定的",adj.,"高中",B2
22892,stack,"堆",n.,"高中",B2
22893,stadium,"体育场",n.,"高中",B2
22894,staff,"员工",n.,"高中",B2
22895,stain,"污点",n.,"高中",B2
22896,stake,"利害关系",n.,"高中",B2
22897,stale,"不新鲜的",adj.,"高中",B2
22898,stamp,"邮票",n.,"高中",A2
22899,stand,"站；立；停止；立场；地位；台；坛；摊",n.,"高中",A2
22900,"stand (stood, stood)","站；立；起立；坐落；经受；持久",v.,"高中",B2
22901,standpoint,"立场",n.,"高中",B2
22902,star,"星，恒星",n.,"高中",A2
22903,stare,"盯着看",v.,"高中",B2
22904,start,"开始，着手；出发",v.,"高中",A2
22905,starve,"挨饿",v.,"高中",B2
22906,state,"状态；情形；国家，（美国的）州",n.,"高中",A2
22907,station,"站，所，车站；电台",n.,"高中",B1
22908,statistics,"统计学",n.,"高中",B2
22909,statue,"雕像",n.,"高中",B2
22910,status,"地位",n.,"高中",B2
22911,stay,"n.& vi. 停留，逗留，呆","","高中",A2
22912,steady,"稳定的",adj.,"高中",B2
22913,steak,"牛排",n.,"高中",B2
22914,"steal (stole, stolen)","偷, 窃取",vt.,"高中",B2
22915,steep,"险峻的；陡峭的",a.,"高中",A2
22916,steer,"驾驶",v.,"高中",B2
22917,stem,"茎",n.,"高中",B2
22918,step,"脚步,台阶,梯级 vi. 走,跨步",n.,"高中",A2
22919,stereotype,"刻板印象",n.,"高中",B2
22920,steward,"乘务员",n.,"高中",B2
22921,"stick (stuck, stuck)","粘住，钉住；坚持 n. 木棒（棍）,枝条",vi.,"高中",B2
22922,still,"不动的,平静的 ad. 仍然,还",a.,"高中",A2
22923,stimulate,"刺激",v.,"高中",B2
22924,sting,"刺",v.,"高中",B2
22925,stir,"搅拌",v.,"高中",B2
22926,stock,"股票",n.,"高中",B2
22927,stocking,"长统袜",n.,"高中",B2
22928,stomach,"胃，胃部",n.,"高中",B1
22929,stomachache,"胃疼",n.,"高中",B2
22930,stone,"石头，石料",n.,"高中",A2
22931,stop,"停；（停车）站 v. 停，停止，阻止",n.,"高中",A2
22932,storage,"储存",n.,"高中",B2
22933,store,"商店 vt. 储藏，存储",n.,"高中",A2
22934,storm,"风暴，暴（风）雨",n.,"高中",A2
22935,story,"故事，小说",n.,"高中",A2
22936,straight,"一直的，直的 ad. 一直地，直地",a.,"高中",B2
22937,strain,"压力",n.,"高中",B2
22938,strand,"搁浅",v.,"高中",B2
22939,strange,"奇怪,奇特的,陌生的",a.,"高中",B1
22940,strategy,"策略",n.,"高中",B2
22941,straw,"稻草",n.,"高中",B2
22942,stream,"溪流",n.,"高中",B2
22943,street,"街，街道",n.,"高中",B1
22944,strength,"力量",n.,"高中",B2
22945,stretch,"伸展",v.,"高中",B2
22946,strict,"严格的，严密的",a.,"高中",B1
22947,strike,"打击；罢工",v./n.,"高中",B2
22948,"strike (struck, struck或stricken)","v.（钟）鸣;敲（响）,罢工,擦（打）火, 侵袭","","高中",B2
22949,strip,"条",n.,"高中",B2
22950,stripe,"条纹",n.,"高中",B2
22951,strive,"努力",v.,"高中",B2
22952,stroke,"中风；击",n.,"高中",B2
22953,strong,"强(壮)的；坚固的；强烈的；坚强的",a.,"高中",B1
22954,structure,"结构",n.,"高中",B2
22955,student,"学生",n.,"高中",B1
22956,studio,"工作室",n.,"高中",B2
22957,study,"学习；研究 n. 书房",v.,"高中",A2
22958,stuff,"东西",n.,"高中",B2
22959,stupid,"愚蠢的，笨的",a.,"高中",B1
22960,style,"风格",n.,"高中",B2
22961,subject,"题目；主题；学科；主语；主体",n.,"高中",B1
22962,subjective,"主观的",adj.,"高中",B2
22963,submit,"提交",v.,"高中",B2
22964,subsequent,"随后的",adj.,"高中",B2
22965,substance,"物质",n.,"高中",B2
22966,substantial,"大量的",adj.,"高中",B2
22967,substitute,"替代品",n.,"高中",B2
22968,subtle,"微妙的",adj.,"高中",B2
22969,suburb,"郊区",n.,"高中",B2
22970,succeed,"成功",vi.,"高中",B1
22971,success,"成功",n.,"高中",B1
22972,successful,"成功的,有成就的",a.,"高中",B2
22973,succession,"连续",n.,"高中",B2
22974,such,"那么 pron.（泛指）人，事物 a. 这样的，那样的",ad.,"高中",A2
22975,suck,"吸",v.,"高中",B2
22976,sudden,"突然的",a.,"高中",B1
22977,sue,"起诉",v.,"高中",B2
22978,sufficient,"足够的",adj.,"高中",B2
22979,sugar,"糖",n.,"高中",A2
22980,suggest,"建议，提议",vt.,"高中",B1
22981,suggestion,"建议",n.,"高中",B2
22982,suit,"适合 n. 一套（衣服）",vt.,"高中",A2
22983,summer,"夏天，夏季",n.,"高中",B1
22984,summit,"峰会",n.,"高中",B2
22985,sun,"太阳，阳光",n.,"高中",A1
22986,Sunday,"星期日",n.,"高中",B1
22987,sunglasses,"太阳眼镜，墨镜",n.,"高中",B2
22988,sunlight,"日光，阳光",n.,"高中",B2
22989,sunny,"晴朗的;阳光充足的",a.,"高中",A2
22990,sunrise,"黎明，拂晓",n.,"高中",B1
22991,sunset,"日落(时分)",n.,"高中",B1
22992,sunshine,"阳光",n.,"高中",B2
22993,super,"顶好的，超级的",a.,"高中",A2
22994,superb,"极好的",adj.,"高中",B2
22995,superficial,"表面的",adj.,"高中",B2
22996,superior,"优越的",adj.,"高中",B2
22997,supermarket,"超级市场",n.,"高中",B2
22998,supervise,"监督",v.,"高中",B2
22999,supper,"晚餐，晚饭",n.,"高中",B1
23000,supplement,"补充",n.,"高中",B2
23001,supply,"vt.& n. 供给，供应","","高中",B1
23002,suppose,"猜想,假定,料想",vt.,"高中",B1
23003,supreme,"最高的",adj.,"高中",B2
23004,sure,"确信，肯定 ad. (口语)的确，一定，当然",a.,"高中",A2
23005,surf,"冲浪",v.,"高中",A2
23006,surgeon,"外科医生",n.,"高中",B2
23007,surgery,"手术",n.,"高中",B2
23008,surplus,"过剩",n.,"高中",B2
23009,surprise,"使惊奇,使诧异 n. 惊奇,诧异",vt.,"高中",B2
23010,surrender,"投降",v.,"高中",B2
23011,surround,"包围",v.,"高中",B2
23012,survey,"调查",n./v.,"高中",B2
23013,survival,"生存",n.,"高中",B2
23014,suspect,"怀疑",v./n.,"高中",B2
23015,suspend,"暂停",v.,"高中",B2
23016,suspicion,"怀疑",n.,"高中",B2
23017,sustain,"维持",v.,"高中",B2
23018,sustainable,"可持续的",adj.,"高中",B2
23019,swallow,"吞",v.,"高中",B2
23020,swear,"发誓",v.,"高中",B2
23021,sweat,"汗",n.,"高中",B2
23022,sweater,"厚运动衫，毛衣",n.,"高中",B1
23023,"sweep(swept,swept)","扫除，扫",v.,"高中",B2
23024,sweet,"甜食;蜜饯;甜点;糖果;芳香 a. 甜的;可爱的;亲切的",n.,"高中",A2
23025,swell,"肿胀",v.,"高中",B2
23026,swift,"迅速的",adj.,"高中",B2
23027,"swim (swam, swum)","游泳,游 n. 游泳，游",vi.,"高中",B2
23028,swimming,"游泳",n.,"高中",B2
23029,"swimming pool","游泳池",n.,"高中",B2
23030,swing,"挥舞，摆动 n. 秋千",vt.,"高中",A2
23031,switch,"开关",n./v.,"高中",B2
23032,sword,"剑",n.,"高中",B2
23033,symbol,"符号",n.,"高中",B2
23034,sympathy,"同情",n.,"高中",B2
23035,symphony,"交响乐",n.,"高中",B2
23036,symptom,"症状",n.,"高中",B2
23037,syndrome,"综合征",n.,"高中",B2
23038,synthetic,"合成的",adj.,"高中",B2
23039,system,"系统",n.,"高中",B2
23040,T-shirt,"T恤衫",n.,"高中",B1
23041,table,"桌子，表格",n.,"高中",A2
23042,tackle,"处理",v.,"高中",B2
23043,tag,"标签",n.,"高中",B2
23044,tail,"(动物的)尾巴",n.,"高中",A2
23045,tailor,"裁缝",n.,"高中",B1
23046,"take (took, taken)","拿；拿走；做；服用；乘坐；花费",vt.,"高中",B2
23047,tale,"故事, 传说",n.,"高中",A2
23048,talent,"才能",n.,"高中",B2
23049,talk,"n.& v. 谈话,讲话,演讲,交谈","","高中",A2
23050,tall,"高的",a.,"高中",A2
23051,tank,"坦克",n.,"高中",B2
23052,tap,"水龙头",n.,"高中",B2
23053,tape,"磁带；录音带",n.,"高中",A2
23054,tariff,"关税",n.,"高中",B2
23055,task,"任务, 工作",n.,"高中",A2
23056,taste,"品尝, 尝味；味道 vt. 品尝, 尝味",n.,"高中",A2
23057,taxi,"出租汽车",n.,"高中",A2
23058,tea,"茶；茶叶 ",n.,"高中",A1
23059,"teach(taught,taught)","教书,教",v.,"高中",B2
23060,teacher,"教师，教员",n.,"高中",B1
23061,team,"队，组",n.,"高中",A2
23062,teamwork,"合作，协同工作",n.,"高中",B2
23063,teapot,"茶壶",n.,"高中",B1
23064,tear,"眼泪 v. 扯破, 撕开",n.,"高中",A2
23065,technique,"技术",n.,"高中",B2
23066,technology,"技术",n.,"高中",B2
23067,tedious,"乏味的",adj.,"高中",B2
23068,telegram,"电报",n.,"高中",B2
23069,telegraph,"(拍) 电报",v.,"高中",B2
23070,telephone,"打电话 n. 电话",v.,"高中",B2
23071,telescope,"望远镜",n.,"高中",B2
23072,television,"电视",n.,"高中",B2
23073,"tell (told, told)","告诉,讲述,吩咐",vt.,"高中",B2
23074,temperature,"温度",n.,"高中",B2
23075,temple,"寺庙",n.,"高中",B2
23076,temporary,"临时的",adj.,"高中",B2
23077,ten,"十",num.,"高中",A1
23078,tend,"倾向",v.,"高中",B2
23079,tendency,"趋势",n.,"高中",B2
23080,tender,"温柔的",adj.,"高中",B2
23081,tense,"紧张的",adj.,"高中",B2
23082,tension,"紧张",n.,"高中",B2
23083,tent,"帐篷",n.,"高中",A2
23084,term,"学期;术语;条款;项",n.,"高中",A2
23085,terminal,"终点站",n.,"高中",B2
23086,terrible,"可怕的；糟糕的",a.,"高中",B2
23087,terrify,"使人感到恐怖",vt.,"高中",B1
23088,territory,"领土",n.,"高中",B2
23089,terror,"恐怖",n.,"高中",B2
23090,test,"vt.& n. 测试, 考查，试验","","高中",A2
23091,testimony,"证词",n.,"高中",B2
23092,text,"文本，课文",n.,"高中",A2
23093,textbook,"课本，教科书",n.,"高中",B2
23094,textile,"纺织品",n.,"高中",B2
23095,than,"比",conj.,"高中",A2
23096,thank,"感谢，致谢，道谢 n.（复）感谢，谢意",vt.,"高中",A2
23097,thankful,"感谢的，感激的",a.,"高中",B2
23098,that,"a.& pron.那，那个 conj. 那，那个 ad. 那么，那样","","高中",A2
23099,the,"这（那）个,这（那）些",art.,"高中",A1
23100,"theatre (美theater)","剧场，戏院",n.,"高中",B2
23101,theft,"盗窃",n.,"高中",B2
23102,their,"他(她,它)们的",pron.,"高中",A2
23103,theirs,"他（她,它）们的",pron.,"高中",B1
23104,them,"他/她/它们（宾格）",pron.,"高中",A2
23105,theme,"主题",n.,"高中",B2
23106,themselves,"他/她/它们自己",pron.,"高中",B2
23107,then,"当时,那时,然后,那么",ad.,"高中",A2
23108,theoretical,"理论的",adj.,"高中",B2
23109,theory,"理论",n.,"高中",B2
23110,therapy,"治疗",n.,"高中",B2
23111,there,"那!你瞧! n. 那里,那儿 ad. 在那里,往那里",int.,"高中",A2
23112,thereafter,"此后",adv.,"高中",B2
23113,thereby,"因此",adv.,"高中",B2
23114,therefore,"因此",adv.,"高中",B2
23115,these,"& pron. 这些",a.,"高中",A2
23116,they,"他（她）们；它们",pron.,"高中",A2
23117,thick,"厚的",a.,"高中",A2
23118,"thief (复thieves)","窃贼, 小偷",n.,"高中",B2
23119,thin,"薄的；瘦的；稀的",a.,"高中",A2
23120,thing,"东西；(复)物品，用品；事情，事件",n.,"高中",A2
23121,"think (thought, thought)","想；认为；考虑",v.,"高中",B2
23122,third,"第三",num.,"高中",A2
23123,thirst,"渴；口渴",n.,"高中",B1
23124,thirsty,"渴",a.,"高中",B1
23125,thirteen,"十三",num.,"高中",B2
23126,thirty,"三十",num.,"高中",B1
23127,this,"a.& pron.这，这个","","高中",A2
23128,thorough,"彻底的",adj.,"高中",B2
23129,those,"a.& pron. 那些","","高中",A2
23130,though,"虽然，可是",conj.,"高中",B1
23131,thought,"思考,思想;念头",n.,"高中",B1
23132,thoughtful,"深思的",adj.,"高中",B2
23133,thousand,"千",num.,"高中",B2
23134,threat,"威胁",n.,"高中",B2
23135,three,"三",num.,"高中",A2
23136,thrill,"激动",n./v.,"高中",B2
23137,thrive,"繁荣",v.,"高中",B2
23138,throat,"喉咙",n.,"高中",B2
23139,through,"穿（通）过;从始至终 ad. 穿(通)过;自始至终,全部",prep.,"高中",B1
23140,throughout,"自始至终",prep./adv.,"高中",B2
23141,"throw(threw,thrown)","投,掷,扔",v.,"高中",B2
23142,thrust,"推",v.,"高中",B2
23143,thumb,"拇指",n.,"高中",B2
23144,thunder,"雷声",n.,"高中",B2
23145,Thursday,"星期四",n.,"高中",B2
23146,thus,"这样；因而",ad.,"高中",A2
23147,tick,"作记号 n. 记号,符号,滴答声",vt.,"高中",A2
23148,ticket,"票；卷",n.,"高中",B1
23149,tidy,"整洁的，干净的 vt. 弄整洁，弄干净",a.,"高中",A2
23150,tie,"vt.（用绳，线）系，拴，扎 n. 领带，绳子，结；关系","","高中",A1
23151,tiger,"老虎",n.,"高中",A2
23152,till,"conj.& prep. 直到,直到…为止","","高中",A2
23153,time,"时间;时期;钟点,次,回 vt. 测定…的时间,记录…的时间",n.,"高中",A2
23154,tire,"使疲劳",vi.,"高中",A2
23155,tired,"疲劳的，累的",a.,"高中",A2
23156,tissue,"组织；纸巾",n.,"高中",B2
23157,to,"给；对，向，到",prep.,"高中",A1
23158,toast,"烤面包",n.,"高中",B2
23159,today,"ad.& n. 今天;现在,当前","","高中",A2
23160,together,"一起，共同",ad.,"高中",B2
23161,toilet,"厕所",n.,"高中",B1
23162,Tokyo,"东京",n.,"高中",A2
23163,tolerance,"宽容",n.,"高中",B2
23164,tolerate,"容忍",v.,"高中",B2
23165,toll,"通行费",n.,"高中",B2
23166,tomato,"西红柿，番茄",n.,"高中",B1
23167,tomb,"坟墓",n.,"高中",A2
23168,tomorrow,"& n. 明天",ad.,"高中",B2
23169,tone,"语气",n.,"高中",B2
23170,tongue,"舌，舌头",n.,"高中",B1
23171,tonight,"ad.& n. 今晚，今夜","","高中",B1
23172,too,"也,还,又,太,非常",ad.,"高中",A1
23173,tool,"工具，器具",n.,"高中",A2
23174,"tooth (复 teeth)","牙齿",n.,"高中",B2
23175,toothache,"牙痛",n.,"高中",B2
23176,toothbrush,"牙刷",n.,"高中",B2
23177,toothpaste,"牙膏",n.,"高中",B2
23178,top,"顶部,（物体的）上面",n.,"高中",A1
23179,torture,"折磨",n./v.,"高中",B2
23180,total,"总数的;完全的 n./ v. 合计,总计",a.,"高中",A2
23181,touch,"触摸，接触",vt.,"高中",A2
23182,tough,"坚硬的；结实的；棘手的，难解的",a.,"高中",A2
23183,tour,"参观, 观光, 旅行",n.,"高中",A2
23184,tourism,"旅游业；观光",n.,"高中",B1
23185,tourist,"旅行者，观光者",vn.,"高中",B1
23186,tournament,"锦标赛",n.,"高中",B2
23187,toward(s),"向，朝，对于",prep.,"高中",B2
23188,towel,"毛巾",n.,"高中",A2
23189,tower,"塔",n.,"高中",A2
23190,town,"城镇，城",n.,"高中",A2
23191,toxic,"有毒的",adj.,"高中",B2
23192,toy,"玩具, 玩物",n.,"高中",A1
23193,trace,"踪迹",n./v.,"高中",B2
23194,track,"轨道；田径",n.,"高中",A2
23195,tractor,"拖拉机",n.,"高中",B1
23196,trade,"商业,贸易 vt. 交易",n.,"高中",A2
